 === NPZ Ecosistem model integration ====================================
  time            phytoplankton   zooplankton     nitrate         total_N
   92.6699982      0.196443856       1.18955231       2.61400056       3.99999666    
   92.6800003      0.197434798       1.18874872       2.61381316       3.99999666    
   92.6899948      0.198432311       1.18794858       2.61361575       3.99999666    
   92.6999969      0.199436441       1.18715203       2.61340833       3.99999666    
   92.7099991      0.200447232       1.18635893       2.61319065       3.99999666    
   92.7200012      0.201464728       1.18556929       2.61296272       3.99999666    
   92.7299957      0.202488974       1.18478322       2.61272454       3.99999666    
   92.7399979      0.203520030       1.18400073       2.61247611       3.99999690    
   92.7500000      0.204557940       1.18322182       2.61221719       3.99999690    
   92.7599945      0.205602750       1.18244636       2.61194777       3.99999690    
   92.7699966      0.206654504       1.18167448       2.61166787       3.99999690    
   92.7799988      0.207713261       1.18090618       2.61137748       3.99999690    
   92.7900009      0.208779067       1.18014157       2.61107635       3.99999714    
   92.7999954      0.209851965       1.17938054       2.61076450       3.99999714    
   92.8099976      0.210932016       1.17862308       2.61044192       3.99999714    
   92.8199997      0.212019265       1.17786932       2.61010838       3.99999690    
   92.8299942      0.213113770       1.17711914       2.60976410       3.99999714    
   92.8399963      0.214215577       1.17637265       2.60940886       3.99999714    
   92.8499985      0.215324745       1.17562985       2.60904241       3.99999714    
   92.8600006      0.216441318       1.17489076       2.60866499       3.99999714    
   92.8699951      0.217565343       1.17415535       2.60827637       3.99999714    
   92.8799973      0.218696877       1.17342365       2.60787654       3.99999714    
   92.8899994      0.219835982       1.17269564       2.60746551       3.99999714    
   92.9000015      0.220982715       1.17197132       2.60704303       3.99999714    
   92.9099960      0.222137123       1.17125082       2.60660911       3.99999714    
   92.9199982      0.223299250       1.17053401       2.60616374       3.99999714    
   92.9300003      0.224469170       1.16982102       2.60570693       3.99999714    
   92.9399948      0.225646928       1.16911185       2.60523844       3.99999714    
   92.9499969      0.226832584       1.16840649       2.60475826       3.99999738    
   92.9599991      0.228026196       1.16770494       2.60426617       3.99999714    
   92.9700012      0.229227811       1.16700721       2.60376239       3.99999738    
   92.9799957      0.230437502       1.16631329       2.60324669       3.99999762    
   92.9899979      0.231655315       1.16562319       2.60271907       3.99999762    
   93.0000000      0.232881308       1.16493702       2.60217929       3.99999762    
   93.0099945      0.234115541       1.16425467       2.60162735       3.99999762    
   93.0199966      0.235358074       1.16357625       2.60106325       3.99999762    
   93.0299988      0.236608967       1.16290176       2.60048676       3.99999762    
   93.0400009      0.237868279       1.16223121       2.59989810       3.99999762    
   93.0499954      0.239136085       1.16156459       2.59929705       3.99999762    
   93.0599976      0.240412429       1.16090190       2.59868336       3.99999762    
   93.0699997      0.241697371       1.16024315       2.59805703       3.99999762    
   93.0799942      0.242990986       1.15958846       2.59741807       3.99999762    
   93.0899963      0.244293317       1.15893769       2.59676647       3.99999762    
   93.0999985      0.245604441       1.15829098       2.59610200       3.99999738    
   93.1100006      0.246924415       1.15764832       2.59542465       3.99999738    
   93.1199951      0.248253316       1.15700972       2.59473443       3.99999762    
   93.1299973      0.249591202       1.15637517       2.59403110       3.99999762    
   93.1399994      0.250938118       1.15574467       2.59331465       3.99999738    
   93.1500015      0.252294153       1.15511823       2.59258509       3.99999762    
   93.1599960      0.253659368       1.15449595       2.59184217       3.99999762    
   93.1699982      0.255033821       1.15387774       2.59108591       3.99999762    
   93.1800003      0.256417602       1.15326369       2.59031630       3.99999762    
   93.1899948      0.257810742       1.15265381       2.58953309       3.99999762    
   93.1999969      0.259213328       1.15204811       2.58873630       3.99999762    
   93.2099991      0.260625422       1.15144658       2.58792567       3.99999762    
   93.2200012      0.262047112       1.15084922       2.58710122       3.99999762    
   93.2299957      0.263478458       1.15025616       2.58626294       3.99999762    
   93.2399979      0.264919519       1.14966726       2.58541083       3.99999762    
   93.2500000      0.266370356       1.14908266       2.58454466       3.99999762    
   93.2599945      0.267831057       1.14850235       2.58366418       3.99999762    
   93.2699966      0.269301713       1.14792633       2.58276963       3.99999762    
